time,time_order,ReportingPeriod,visn,site,unit_type,groupvar,groupvar_value,N,ND,EXP,unadjusted_mortality,SMR,SMR_CI_lower,SMR_CI_upper
Rolling 6 Months,2,2026Q1,5,FAC003,Medical,organ_system,CV9,1,0,0.384947,0.0,0.0,0.0,9.531278
Rolling 6 Months,2,2026Q1,5,FAC003,Medical,age_cat,"[65,75)",1,0,0.384947,0.0,0.0,0.0,9.531278
Rolling 6 Months,2,2026Q1,5,FAC003,Medical,severity,30%+,1,0,0.384947,0.0,0.0,0.0,9.531278
Rolling 6 Months,2,2026Q1,5,FAC003,Medical,unit_type,Medical,1,0,0.384947,0.0,0.0,0.0,9.531278
Rolling 6 Months,2,2026Q1,5,FAC003,Medical,admission_source,Other,1,0,0.384947,0.0,0.0,0.0,9.531278
Rolling 6 Months,2,2026Q1,5,FAC003,Medical,predicted_mortality_group,30%+,1,0,0.384947,0.0,0.0,0.0,9.531278
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,lward,Clinic/ED,1,0,0.405693,0.0,0.0,0.0,9.043875
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,organ_system,CV9,1,0,0.405693,0.0,0.0,0.0,9.043875
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,age_cat,"[85,HIGH]",1,0,0.405693,0.0,0.0,0.0,9.043875
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,severity,30%+,1,0,0.405693,0.0,0.0,0.0,9.043875
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,predicted_mortality_group,30%+,1,0,0.405693,0.0,0.0,0.0,9.043875
Rolling 6 Months,2,2026Q1,1,FAC011,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.232596,0.0,0.0,0.0,15.77429
Rolling 6 Months,2,2026Q1,1,FAC013,Medical,Organ_Dysfunc,Vasopressor,1,0,0.155015,0.0,0.0,0.0,23.668915
Rolling 6 Months,2,2026Q1,3,FAC026,Stepdown,Organ_Dysfunc,Lactic Acid,1,0,0.218105,0.0,0.0,0.0,16.822342
Rolling 6 Months,2,2026Q1,2,FAC007,Surgical,Organ_Dysfunc,Lactic Acid,1,0,0.043218,0.0,0.0,0.0,84.896036
Rolling 6 Months,2,2026Q1,4,FAC028,Stepdown,Organ_Dysfunc,Mechanical Ventilator,1,0,0.221447,0.0,0.0,0.0,16.568465
Rolling 6 Months,2,2026Q1,5,FAC021,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.364388,0.0,0.0,0.0,10.069039
Rolling 6 Months,2,2026Q1,5,FAC002,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.060111,0.0,0.0,0.0,61.037695
Rolling 6 Months,2,2026Q1,5,FAC002,Medical,Organ_Dysfunc,Bilirubin,2,0,0.399062,0.0,0.0,0.0,9.194152
Rolling 6 Months,2,2026Q1,4,FAC023,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.275418,0.0,0.0,0.0,13.321703
Rolling 6 Months,2,2026Q1,4,FAC023,ICU,Organ_Dysfunc,Creatinine,1,0,0.275418,0.0,0.0,0.0,13.321703
Rolling 6 Months,2,2026Q1,4,FAC023,ICU,Organ_Dysfunc,Bilirubin,1,0,0.275418,0.0,0.0,0.0,13.321703
Rolling 6 Months,2,2026Q1,3,FAC009,Surgical,Organ_Dysfunc,Lactic Acid,1,1,0.332248,1.0,3.0098,0.039273,16.749419
Rolling 6 Months,2,2026Q1,3,FAC009,Surgical,Organ_Dysfunc,Bilirubin,1,1,0.332248,1.0,3.0098,0.039273,16.749419
Rolling 6 Months,2,2026Q1,3,FAC015,ICU,Organ_Dysfunc,Bilirubin,1,1,0.307721,1.0,3.249697,0.042403,18.084437
Rolling 6 Months,2,2026Q1,3,FAC015,Surgical,Organ_Dysfunc,Platelets,1,1,0.192435,1.0,5.19656,0.067806,28.918654
Rolling 6 Months,2,2026Q1,4,FAC003,Medical,Organ_Dysfunc,Vasopressor,1,1,0.807428,1.0,1.238501,0.01616,6.892207
Rolling 6 Months,2,2026Q1,4,FAC003,Medical,Organ_Dysfunc,Lactic Acid,2,1,0.986902,0.5,1.013272,0.013221,5.638818
Rolling 6 Months,2,2026Q1,4,FAC003,Medical,Organ_Dysfunc,Creatinine,1,1,0.807428,1.0,1.238501,0.01616,6.892207
Rolling 6 Months,2,2026Q1,4,FAC003,Medical,Organ_Dysfunc,Bilirubin,1,1,0.807428,1.0,1.238501,0.01616,6.892207
Rolling 6 Months,2,2026Q1,3,FAC005,Medical,Organ_Dysfunc,Creatinine,1,0,0.2162,0.0,0.0,0.0,16.970568
Rolling 6 Months,2,2026Q1,4,FAC007,Medical,Organ_Dysfunc,Lactic Acid,2,0,0.156475,0.0,0.0,0.0,23.448071
Rolling 6 Months,2,2026Q1,2,FAC030,Stepdown,Organ_Dysfunc,Mechanical Ventilator,1,0,0.15517,0.0,0.0,0.0,23.645272
Rolling 6 Months,2,2026Q1,2,FAC030,Stepdown,Organ_Dysfunc,Lactic Acid,1,0,0.15517,0.0,0.0,0.0,23.645272
Rolling 6 Months,2,2026Q1,5,FAC011,Surgical,Organ_Dysfunc,Vasopressor,1,0,0.140657,0.0,0.0,0.0,26.084993
Rolling 6 Months,2,2026Q1,5,FAC015,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.045594,0.0,0.0,0.0,80.471923
Rolling 6 Months,2,2026Q1,5,FAC002,Medical,Organ_Dysfunc,Mechanical Ventilator,1,0,0.338951,0.0,0.0,0.0,10.824682
Rolling 6 Months,2,2026Q1,3,FAC024,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.201961,0.0,0.0,0.0,18.167056
Rolling 6 Months,2,2026Q1,3,FAC024,ICU,Organ_Dysfunc,Bilirubin,1,0,0.201961,0.0,0.0,0.0,18.167056
Rolling 6 Months,2,2026Q1,5,FAC024,Medical,Organ_Dysfunc,Vasopressor,1,0,0.384152,0.0,0.0,0.0,9.551003
Rolling 6 Months,2,2026Q1,5,FAC024,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.384152,0.0,0.0,0.0,9.551003
Rolling 6 Months,2,2026Q1,2,FAC018,Stepdown,Organ_Dysfunc,Lactic Acid,1,0,0.092976,0.0,0.0,0.0,39.462193
Rolling 6 Months,2,2026Q1,1,FAC015,Medical,Organ_Dysfunc,Lactic Acid,2,0,0.330795,0.0,0.0,0.0,11.091573
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,Organ_Dysfunc,Lactic Acid,2,0,0.618096,0.0,0.0,0.0,5.936031
Rolling 6 Months,2,2026Q1,1,FAC023,Stepdown,Organ_Dysfunc,Lactic Acid,1,0,0.095775,0.0,0.0,0.0,38.308921
Rolling 6 Months,2,2026Q1,2,FAC005,ICU,Organ_Dysfunc,Lactic Acid,1,1,0.368714,1.0,2.712129,0.035388,15.092893
Rolling 6 Months,2,2026Q1,3,FAC012,Medical,Organ_Dysfunc,Mechanical Ventilator,2,1,0.275312,0.5,3.632243,0.047394,20.213289
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,Organ_Dysfunc,Vasopressor,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,Organ_Dysfunc,Lactic Acid,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,Organ_Dysfunc,Creatinine,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,2,FAC008,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 6 Months,2,2026Q1,1,FAC018,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,Organ_Dysfunc,Mechanical Ventilator,1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,Organ_Dysfunc,Lactic Acid,1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,2,FAC001,Medical,Organ_Dysfunc,Bilirubin,1,0,0.131047,0.0,0.0,0.0,27.99787
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,Organ_Dysfunc,Lactic Acid,2,0,0.215344,0.0,0.0,0.0,17.038027
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,Organ_Dysfunc,Creatinine,1,0,0.090848,0.0,0.0,0.0,40.386545
Rolling 6 Months,2,2026Q1,2,FAC009,ICU,Organ_Dysfunc,Mechanical Ventilator,1,0,0.290538,0.0,0.0,0.0,12.628423
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,Organ_Dysfunc,Creatinine,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,Organ_Dysfunc,Bilirubin,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC002,Medical,Organ_Dysfunc,Vasopressor,1,1,0.231094,1.0,4.327243,0.056463,24.080942
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,Organ_Dysfunc,Creatinine,1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,Organ_Dysfunc,Bilirubin,1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,5,FAC015,ICU,Organ_Dysfunc,Bilirubin,1,0,0.151173,0.0,0.0,0.0,24.270451
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.199159,0.0,0.0,0.0,18.422652
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,Organ_Dysfunc,Platelets,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,Organ_Dysfunc,Bilirubin,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,Organ_Dysfunc,Lactic Acid,1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,Organ_Dysfunc,Creatinine,1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,Organ_Dysfunc,Vasopressor,1,0,0.107931,0.0,0.0,0.0,33.994282
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,Organ_Dysfunc,Lactic Acid,2,0,0.702907,0.0,0.0,0.0,5.219804
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,Organ_Dysfunc,Mechanical Ventilator,1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,Organ_Dysfunc,Lactic Acid,1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,3,FAC003,Surgical,Organ_Dysfunc,Bilirubin,1,0,0.078919,0.0,0.0,0.0,46.491173
Rolling 6 Months,2,2026Q1,2,FAC006,Stepdown,Organ_Dysfunc,Lactic Acid,1,0,0.151942,0.0,0.0,0.0,24.147615
Rolling 6 Months,2,2026Q1,2,FAC006,Stepdown,Organ_Dysfunc,Creatinine,1,0,0.151942,0.0,0.0,0.0,24.147615
Rolling 6 Months,2,2026Q1,2,FAC025,Medical,Organ_Dysfunc,Vasopressor,1,0,0.31705,0.0,0.0,0.0,11.572423
Rolling 6 Months,2,2026Q1,2,FAC025,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.31705,0.0,0.0,0.0,11.572423
Rolling 6 Months,2,2026Q1,3,FAC005,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.178222,0.0,0.0,0.0,20.586891
Rolling 6 Months,2,2026Q1,3,FAC005,ICU,Organ_Dysfunc,Bilirubin,1,0,0.178222,0.0,0.0,0.0,20.586891
Rolling 6 Months,2,2026Q1,1,FAC012,Medical,Organ_Dysfunc,Mechanical Ventilator,2,1,0.465272,0.5,2.14928,0.028044,11.960662
Rolling 6 Months,2,2026Q1,1,FAC012,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.103874,0.0,0.0,0.0,35.321995
Rolling 6 Months,2,2026Q1,5,FAC010,Surgical,Organ_Dysfunc,Vasopressor,1,0,0.147223,0.0,0.0,0.0,24.921628
Rolling 6 Months,2,2026Q1,3,FAC016,ICU,Organ_Dysfunc,Vasopressor,1,0,0.446542,0.0,0.0,0.0,8.216555
Rolling 6 Months,2,2026Q1,5,FAC020,ICU,Organ_Dysfunc,Creatinine,2,0,0.347446,0.0,0.0,0.0,10.56002
Rolling 6 Months,2,2026Q1,3,FAC004,Stepdown,Organ_Dysfunc,Creatinine,1,0,0.07578,0.0,0.0,0.0,48.416955
Rolling 6 Months,2,2026Q1,5,FAC028,Medical,Organ_Dysfunc,Platelets,1,0,0.149966,0.0,0.0,0.0,24.465791
Rolling 6 Months,2,2026Q1,5,FAC028,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.149966,0.0,0.0,0.0,24.465791
Rolling 6 Months,2,2026Q1,4,FAC002,Medical,Organ_Dysfunc,Mechanical Ventilator,1,0,0.124012,0.0,0.0,0.0,29.586144
Rolling 6 Months,2,2026Q1,4,FAC002,Medical,Organ_Dysfunc,Creatinine,1,0,0.124012,0.0,0.0,0.0,29.586144
Rolling 6 Months,2,2026Q1,4,FAC002,Medical,Organ_Dysfunc,Bilirubin,1,0,0.124012,0.0,0.0,0.0,29.586144
Rolling 6 Months,2,2026Q1,1,FAC027,Medical,Organ_Dysfunc,Creatinine,1,0,0.073285,0.0,0.0,0.0,50.065318
Rolling 6 Months,2,2026Q1,3,FAC006,Medical,Organ_Dysfunc,Vasopressor,1,1,0.482762,1.0,2.071414,0.027028,11.527339
Rolling 6 Months,2,2026Q1,3,FAC006,Medical,Organ_Dysfunc,Lactic Acid,1,1,0.482762,1.0,2.071414,0.027028,11.527339
Rolling 6 Months,2,2026Q1,3,FAC006,Medical,Organ_Dysfunc,Creatinine,1,1,0.482762,1.0,2.071414,0.027028,11.527339
Rolling 6 Months,2,2026Q1,3,FAC028,Medical,Organ_Dysfunc,Creatinine,1,0,0.155774,0.0,0.0,0.0,23.55359
Rolling 6 Months,2,2026Q1,5,FAC013,Medical,Organ_Dysfunc,Creatinine,1,1,0.12399,1.0,8.065167,0.105236,44.882338
Rolling 6 Months,2,2026Q1,1,FAC010,ICU,Organ_Dysfunc,Creatinine,2,0,0.227858,0.0,0.0,0.0,16.102296
Rolling 6 Months,2,2026Q1,1,FAC010,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.149729,0.0,0.0,0.0,24.504517
Rolling 6 Months,2,2026Q1,3,FAC002,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.24623,0.0,0.0,0.0,14.900852
Rolling 6 Months,2,2026Q1,3,FAC002,ICU,Organ_Dysfunc,Bilirubin,1,0,0.24623,0.0,0.0,0.0,14.900852
Rolling 6 Months,2,2026Q1,3,FAC021,Surgical,Organ_Dysfunc,Lactic Acid,1,1,0.237882,1.0,4.203765,0.054852,23.393788
Rolling 6 Months,2,2026Q1,3,FAC023,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.18847,0.0,0.0,0.0,19.467485
Rolling 6 Months,2,2026Q1,1,FAC010,Medical,Organ_Dysfunc,Platelets,1,0,0.210297,0.0,0.0,0.0,17.446929
Rolling 6 Months,2,2026Q1,1,FAC010,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.210297,0.0,0.0,0.0,17.446929
Rolling 6 Months,2,2026Q1,2,FAC023,Medical,Organ_Dysfunc,Vasopressor,1,1,0.475763,1.0,2.101887,0.027426,11.696919
Rolling 6 Months,2,2026Q1,2,FAC023,Medical,Organ_Dysfunc,Platelets,1,1,0.475763,1.0,2.101887,0.027426,11.696919
Rolling 6 Months,2,2026Q1,2,FAC023,Medical,Organ_Dysfunc,Lactic Acid,2,1,0.915156,0.5,1.09271,0.014258,6.080888
Rolling 6 Months,2,2026Q1,3,FAC004,Medical,Organ_Dysfunc,Vasopressor,1,0,0.232856,0.0,0.0,0.0,15.756677
Rolling 6 Months,2,2026Q1,5,FAC014,Surgical,Organ_Dysfunc,Lactic Acid,1,0,0.141433,0.0,0.0,0.0,25.941873
Rolling 6 Months,2,2026Q1,2,FAC026,Surgical,Organ_Dysfunc,Platelets,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 6 Months,2,2026Q1,2,FAC026,Surgical,Organ_Dysfunc,Lactic Acid,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 6 Months,2,2026Q1,2,FAC026,Surgical,Organ_Dysfunc,Bilirubin,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 6 Months,2,2026Q1,1,FAC003,Stepdown,Organ_Dysfunc,Mechanical Ventilator,1,0,0.113118,0.0,0.0,0.0,32.435482
Rolling 6 Months,2,2026Q1,2,FAC028,Surgical,Organ_Dysfunc,Bilirubin,1,1,0.329645,1.0,3.033566,0.039583,16.881679
Rolling 6 Months,2,2026Q1,4,FAC025,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.110051,0.0,0.0,0.0,33.339423
Rolling 6 Months,2,2026Q1,4,FAC025,ICU,Organ_Dysfunc,Creatinine,1,0,0.110051,0.0,0.0,0.0,33.339423
Rolling 6 Months,2,2026Q1,1,FAC029,Medical,Organ_Dysfunc,Platelets,1,0,0.17462,0.0,0.0,0.0,21.01155
Rolling 6 Months,2,2026Q1,1,FAC029,Medical,Organ_Dysfunc,Creatinine,1,0,0.17462,0.0,0.0,0.0,21.01155
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,Organ_Dysfunc,Vasopressor,1,1,0.655709,1.0,1.525067,0.019899,8.486937
Rolling 6 Months,2,2026Q1,1,FAC003,Medical,Organ_Dysfunc,Mechanical Ventilator,1,0,0.096887,0.0,0.0,0.0,37.869238
Rolling 6 Months,2,2026Q1,3,FAC006,Surgical,Organ_Dysfunc,Lactic Acid,1,0,0.126772,0.0,0.0,0.0,28.942013
Rolling 6 Months,2,2026Q1,5,FAC007,Surgical,Organ_Dysfunc,Vasopressor,1,1,0.184023,1.0,5.434103,0.070905,30.240574
Rolling 6 Months,2,2026Q1,5,FAC007,Surgical,Organ_Dysfunc,Lactic Acid,1,1,0.184023,1.0,5.434103,0.070905,30.240574
Rolling 6 Months,2,2026Q1,5,FAC005,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.42818,0.0,0.0,0.0,8.568912
Rolling 6 Months,2,2026Q1,5,FAC011,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.074787,0.0,0.0,0.0,49.059821
Rolling 6 Months,2,2026Q1,5,FAC011,Medical,Organ_Dysfunc,Creatinine,1,0,0.074787,0.0,0.0,0.0,49.059821
Rolling 6 Months,2,2026Q1,1,FAC011,Medical,Organ_Dysfunc,Lactic Acid,1,1,0.28214,1.0,3.54434,0.046247,19.724113
Rolling 6 Months,2,2026Q1,1,FAC011,Medical,Organ_Dysfunc,Bilirubin,1,1,0.28214,1.0,3.54434,0.046247,19.724113
Rolling 6 Months,2,2026Q1,5,FAC028,Surgical,Organ_Dysfunc,Platelets,1,0,0.140273,0.0,0.0,0.0,26.156401
Rolling 6 Months,2,2026Q1,3,FAC018,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.158024,0.0,0.0,0.0,23.218225
Rolling 6 Months,2,2026Q1,5,FAC014,Medical,Organ_Dysfunc,Bilirubin,1,0,0.451395,0.0,0.0,0.0,8.128218
Rolling 6 Months,2,2026Q1,3,FAC010,ICU,Organ_Dysfunc,Creatinine,2,0,0.277836,0.0,0.0,0.0,13.205765
Rolling 6 Months,2,2026Q1,3,FAC009,Medical,Organ_Dysfunc,Mechanical Ventilator,1,1,0.137331,1.0,7.281677,0.095013,40.52225
Rolling 6 Months,2,2026Q1,3,FAC009,Medical,Organ_Dysfunc,Bilirubin,1,1,0.137331,1.0,7.281677,0.095013,40.52225
Rolling 6 Months,2,2026Q1,1,FAC029,Stepdown,Organ_Dysfunc,Mechanical Ventilator,1,1,0.309295,1.0,3.233159,0.042187,17.992406
Rolling 6 Months,2,2026Q1,1,FAC029,Stepdown,Organ_Dysfunc,Lactic Acid,1,1,0.309295,1.0,3.233159,0.042187,17.992406
Rolling 6 Months,2,2026Q1,5,FAC014,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.213133,0.0,0.0,0.0,17.214776
Rolling 6 Months,2,2026Q1,3,FAC003,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.466706,0.0,0.0,0.0,7.861559
Rolling 6 Months,2,2026Q1,3,FAC003,Medical,Organ_Dysfunc,Bilirubin,1,0,0.466706,0.0,0.0,0.0,7.861559
Rolling 6 Months,2,2026Q1,5,FAC030,Medical,Organ_Dysfunc,Vasopressor,2,0,0.275636,0.0,0.0,0.0,13.311167
Rolling 6 Months,2,2026Q1,5,FAC030,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.217944,0.0,0.0,0.0,16.834769
Rolling 6 Months,2,2026Q1,4,FAC024,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.424944,0.0,0.0,0.0,8.634166
Rolling 6 Months,2,2026Q1,4,FAC014,Surgical,Organ_Dysfunc,Creatinine,1,0,0.48389,0.0,0.0,0.0,7.582378
Rolling 6 Months,2,2026Q1,1,FAC010,Surgical,Organ_Dysfunc,Vasopressor,1,1,0.134277,1.0,7.447292,0.097174,41.443889
Rolling 6 Months,2,2026Q1,1,FAC010,Surgical,Organ_Dysfunc,Lactic Acid,1,1,0.134277,1.0,7.447292,0.097174,41.443889
Rolling 6 Months,2,2026Q1,5,FAC019,Stepdown,Organ_Dysfunc,Vasopressor,1,1,0.207761,1.0,4.813223,0.062804,26.785398
Rolling 6 Months,2,2026Q1,5,FAC019,Stepdown,Organ_Dysfunc,Creatinine,1,1,0.207761,1.0,4.813223,0.062804,26.785398
Rolling 6 Months,2,2026Q1,3,FAC030,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.46141,0.0,0.0,0.0,7.951793
Rolling 6 Months,2,2026Q1,3,FAC030,Medical,Organ_Dysfunc,Bilirubin,1,0,0.46141,0.0,0.0,0.0,7.951793
Rolling 6 Months,2,2026Q1,1,FAC006,Surgical,Organ_Dysfunc,Mechanical Ventilator,1,0,0.105318,0.0,0.0,0.0,34.8377
Rolling 6 Months,2,2026Q1,1,FAC006,Surgical,Organ_Dysfunc,Lactic Acid,1,0,0.105318,0.0,0.0,0.0,34.8377
Rolling 6 Months,2,2026Q1,1,FAC006,Surgical,Organ_Dysfunc,Bilirubin,1,0,0.105318,0.0,0.0,0.0,34.8377
Rolling 6 Months,2,2026Q1,2,FAC023,Medical,Organ_Dysfunc,Mechanical Ventilator,1,0,0.439393,0.0,0.0,0.0,8.35024
Rolling 6 Months,2,2026Q1,2,FAC023,Medical,Organ_Dysfunc,Creatinine,1,0,0.439393,0.0,0.0,0.0,8.35024
Rolling 6 Months,2,2026Q1,2,FAC023,Medical,Organ_Dysfunc,Bilirubin,1,0,0.439393,0.0,0.0,0.0,8.35024
Rolling 6 Months,2,2026Q1,5,FAC008,Stepdown,Organ_Dysfunc,Lactic Acid,1,0,0.029698,0.0,0.0,0.0,123.544914
Rolling 6 Months,2,2026Q1,2,FAC017,Stepdown,Organ_Dysfunc,Lactic Acid,1,1,0.609429,1.0,1.64088,0.021411,9.131435
Rolling 6 Months,2,2026Q1,2,FAC017,Stepdown,Organ_Dysfunc,Creatinine,1,1,0.609429,1.0,1.64088,0.021411,9.131435
Rolling 6 Months,2,2026Q1,3,FAC012,ICU,Organ_Dysfunc,Bilirubin,1,0,0.283913,0.0,0.0,0.0,12.923103
Rolling 6 Months,2,2026Q1,3,FAC022,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.091138,0.0,0.0,0.0,40.258036
Rolling 6 Months,2,2026Q1,3,FAC022,ICU,Organ_Dysfunc,Creatinine,1,0,0.091138,0.0,0.0,0.0,40.258036
Rolling 6 Months,2,2026Q1,4,FAC009,Medical,Organ_Dysfunc,Lactic Acid,1,1,0.389307,1.0,2.568667,0.033517,14.294531
Rolling 6 Months,2,2026Q1,4,FAC009,Medical,Organ_Dysfunc,Bilirubin,1,1,0.389307,1.0,2.568667,0.033517,14.294531
Rolling 6 Months,2,2026Q1,1,FAC016,Medical,Organ_Dysfunc,Lactic Acid,1,0,0.224675,0.0,0.0,0.0,16.330419
Rolling 6 Months,2,2026Q1,2,FAC030,Medical,Organ_Dysfunc,Vasopressor,1,1,0.618959,1.0,1.615616,0.021081,8.99084
Rolling 6 Months,2,2026Q1,2,FAC030,Medical,Organ_Dysfunc,Lactic Acid,1,1,0.618959,1.0,1.615616,0.021081,8.99084
Rolling 6 Months,2,2026Q1,2,FAC030,Medical,Organ_Dysfunc,Creatinine,1,1,0.618959,1.0,1.615616,0.021081,8.99084
Rolling 6 Months,2,2026Q1,3,FAC010,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.233943,0.0,0.0,0.0,15.683465
Rolling 6 Months,2,2026Q1,1,FAC025,ICU,Organ_Dysfunc,Vasopressor,1,1,0.659763,1.0,1.515696,0.019777,8.434788
Rolling 6 Months,2,2026Q1,1,FAC025,ICU,Organ_Dysfunc,Lactic Acid,1,1,0.659763,1.0,1.515696,0.019777,8.434788
Rolling 6 Months,2,2026Q1,1,FAC011,Surgical,Organ_Dysfunc,Bilirubin,1,1,0.28065,1.0,3.563157,0.046493,19.82883
Rolling 6 Months,2,2026Q1,5,FAC003,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.148969,0.0,0.0,0.0,24.629533
Rolling 6 Months,2,2026Q1,2,FAC015,ICU,Organ_Dysfunc,Lactic Acid,1,1,0.336736,1.0,2.969685,0.038749,16.526184
Rolling 6 Months,2,2026Q1,2,FAC015,ICU,Organ_Dysfunc,Creatinine,1,1,0.336736,1.0,2.969685,0.038749,16.526184
Rolling 6 Months,2,2026Q1,1,FAC012,ICU,Organ_Dysfunc,Mechanical Ventilator,1,0,0.196599,0.0,0.0,0.0,18.662541
Rolling 6 Months,2,2026Q1,1,FAC012,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.196599,0.0,0.0,0.0,18.662541
Rolling 6 Months,2,2026Q1,1,FAC005,Stepdown,Organ_Dysfunc,Lactic Acid,1,0,0.105866,0.0,0.0,0.0,34.657367
Rolling 6 Months,2,2026Q1,5,FAC025,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.189646,0.0,0.0,0.0,19.346766
Rolling 6 Months,2,2026Q1,2,FAC011,Surgical,Organ_Dysfunc,Lactic Acid,1,0,0.118951,0.0,0.0,0.0,30.844943
Rolling 6 Months,2,2026Q1,3,FAC027,Stepdown,Organ_Dysfunc,Lactic Acid,1,0,0.184589,0.0,0.0,0.0,19.87679
Rolling 6 Months,2,2026Q1,3,FAC027,Stepdown,Organ_Dysfunc,Bilirubin,1,0,0.184589,0.0,0.0,0.0,19.87679
Rolling 6 Months,2,2026Q1,2,FAC013,ICU,Organ_Dysfunc,Lactic Acid,1,0,0.06261,0.0,0.0,0.0,58.601451
Rolling 6 Months,2,2026Q1,2,FAC013,ICU,Organ_Dysfunc,Bilirubin,1,0,0.06261,0.0,0.0,0.0,58.601451
Rolling 6 Months,2,2026Q1,5,FAC027,Surgical,Organ_Dysfunc,Lactic Acid,1,0,0.605009,0.0,0.0,0.0,6.064434
